~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"12""X8"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"12""X7"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Union",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"10""X8"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"10""X7"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Plug",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,REDUCER DUCTWORK,"10""X6"" Pipe Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"2"" BLACK PIPE","2"" x 1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"4"" Smoke Pipe (Linear Feet)",,FALSE,~,"2"" BLACK PIPE","2"" x 3/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"4"" Smoke 90",,FALSE,~,"2"" BLACK PIPE","2"" x 3/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"4"" Smoke Tee",,FALSE,~,"2"" BLACK PIPE","2"" x 1"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"5"" Smoke Pipe (Linear Feet)",,FALSE,~,"2"" BLACK PIPE","2"" x 1"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"5"" Smoke 90",,FALSE,~,"2"" BLACK PIPE","2"" x 1-1/4"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"5"" Smoke Tee",,FALSE,~,"2"" BLACK PIPE","2"" x 1-1/4"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"6"" Smoke Pipe (Linear Feet)",,FALSE,~,"2"" BLACK PIPE","2"" x 1-1/2"" Black Pipe Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"6"" Smoke 90",,FALSE,~,"2"" BLACK PIPE","2"" x 1-1/2"" Black Pipe Reducing Bushing",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"6"" Smoke Tee",,FALSE,~,"2"" BLACK PIPE","2"" x Closed Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7"" Smoke Pipe (Linear Feet)",,FALSE,~,"2"" BLACK PIPE","2"" x Shoulder Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7"" Smoke 90",,FALSE,~,"2"" BLACK PIPE","2"" x 2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7"" Smoke Tee",,FALSE,~,"2"" BLACK PIPE","2"" x 2-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8"" Smoke Pipe (Linear Feet)",,FALSE,~,"2"" BLACK PIPE","2"" x 3"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8"" Smoke 90",,FALSE,~,"2"" BLACK PIPE","2"" x 3-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8"" Smoke Tee",,FALSE,~,"2"" BLACK PIPE","2"" x 4"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8""x7"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 4-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8""x6"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 5"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8""x5"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 5-1/2"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"8""x4"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 6"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7""x6"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 8"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7""x5"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 10"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"7""x4"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" x 12"" Black Pipe Nipple",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"6""x5"" Reducer",,FALSE,~,"2"" BLACK PIPE","2"" Black Pipe Run of Nipples",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"6""x4"" Reducer",,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"5""x4"" Reducer",,FALSE,~,COPPER PIPE,"1/2"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"2"" Concentric",,FALSE,~,COPPER PIPE,"1/2"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"3"" Concentric",,FALSE,~,COPPER PIPE,"3/4"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLUE MATERIAL,"4"" Concentric",,FALSE,~,COPPER PIPE,"3/4"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,COPPER PIPE,"1"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x4 Wood Fl. Drop In Grille,,FALSE,~,COPPER PIPE,"1"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x6 Wood Fl. Drop In Grille,,FALSE,~,COPPER PIPE,"1-1/4"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x4 Wood Fl. Drop In Grille,,FALSE,~,COPPER PIPE,"1-1/4"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x6 Wood Fl. Drop In Grille,,FALSE,~,COPPER PIPE,"1-1/2"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x4 Wood Fl. Flush Grille,,FALSE,~,COPPER PIPE,"1-1/2"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x6 Wood Fl. Flush Grille,,FALSE,~,COPPER PIPE,"2"" Copper M Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x4 Wood Fl. Flush Grille,,FALSE,~,COPPER PIPE,"2"" Copper L Pipe",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x6 Wood Fl. Flush Grille,,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x4 Brown Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x6 Brown Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x4 Brown Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x6 Brown Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x4 White Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,12x6 White Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x4 White Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Male Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,FLOOR REGISTERS,14x6 White Metal Fl. Grille,,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Female Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1/2"" PRO PRESS","1/2"" Pro Press Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 1 Way (White),,FALSE,~,"1/2"" PRO PRESS","1/2"" Pro Press Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 2 Way Corner (White),,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 2 Way Opposed (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 3 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 4 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 1 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 2 Way Corner (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 2 Way Opposed (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 3 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Male Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 4 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Female Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 1 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 2 Way Corner (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 2 Way Opposed (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" x 1/2"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 3 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" x 1/2"" x 1/2"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 4 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Circulator Flanges With Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 1 Way (White),,FALSE,~,"3/4"" PRO PRESS","3/4"" Pro Press Purge Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 2 Way Corner (White),,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 2 Way Opposed (White),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 3 Way (White),,FALSE,~,"1"" PRO PRESS","1"" Pro Press 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 4 Way (White),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 1 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 2 Way Corner (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 2 Way Opposed (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 3 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Male Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,6x6 4 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Female Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 1 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 2 Way Corner (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 2 Way Opposed (Brown),,FALSE,~,"1"" PRO PRESS","1"" x 1/2"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 3 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" x 3/4"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,8x8 4 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" x 3/4"" x 3/4"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 1 Way (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Circulator Flanges With Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 2 Way Corner (Brown),,FALSE,~,"1"" PRO PRESS","1"" Pro Press Purge Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 2 Way Opposed (Brown),,FALSE,~,~,~,~,~,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 3 Way (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,10x10 4 Way (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 1 Way (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Street 90",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 2 Way Corner (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 2 Way Opposed (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Street 45",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 3 Way (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,DIFFUSERS,12x12 4 Way (Brown),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Male Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Female Adaptor",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV4 (6-8),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Cap",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV3 (6-8),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Ball Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV2 (6-8),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" x 1/2"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MVE (6-8) Return,,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" x 3/4"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV4S (4-6),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" x 1"" Pro Press Reducing Coupling",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV3S (4-6),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" x 3/4"" x 3/4"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MV2S (4-6),,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" x 1"" x 1"" Pro Press Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,MV GRILLES,MVES (4-6) Return,,FALSE,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Circulator Flanges With Valve",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,"1-1/4"" PRO PRESS","1-1/4"" Pro Press Purge Tee",,FALSE,~
~,~,~,~,~,~,~,~,~,~,~,~,~,~,WALL/CEILING REGISTERS,10x6 White,,FALSE,~,~,~,~,~,~
